History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,OSCR - Oscar Health Inc.,0.07,Buy,213095,$21.44,"$4,569,000",,$16.63,-22.43%,$11.20,$23.79,Lee Ainslie - Maverick Capital,1
≡,SG - Sweetgreen Inc Class A,0.07,Add 15.35%,296237,$14.88,"$4,408,000",,$9.44,-36.56%,$8.80,$45.12,Lee Ainslie - Maverick Capital,1
≡,ULTA - Ulta Beauty Inc.,0.07,Add 175.53%,10324,$467.84,"$4,830,000",,$516.55,10.41%,$309.01,$534.10,Lee Ainslie - Maverick Capital,1
≡,YOU - Clear Secure Inc.,0.07,Buy,162366,$27.76,"$4,507,000",,$34.00,22.48%,$21.24,$37.93,Lee Ainslie - Maverick Capital,1
≡,AAL - American Airlines Group Inc.,0.06,Buy,368638,$11.22,"$4,136,000",,$13.22,17.83%,$8.50,$19.10,Lee Ainslie - Maverick Capital,1
≡,AFRM - Affirm Holdings Inc.,0.06,Buy,52206,$69.15,"$3,610,000",,$73.86,6.81%,$28.47,$82.53,Lee Ainslie - Maverick Capital,1
≡,CAKE - Cheesecake Factory,0.06,Add 118.29%,60891,$62.65,"$3,815,000",,$62.08,-0.91%,$34.68,$69.39,Lee Ainslie - Maverick Capital,1
≡,EBAY - eBay Inc.,0.06,Add 12.95%,54164,$74.46,"$4,033,000",,$99.89,34.15%,$55.40,$101.15,Lee Ainslie - Maverick Capital,1
≡,PRKS - United Parks and Resorts Inc.,0.06,Reduce 26.53%,77883,$47.15,"$3,672,000",,$51.25,8.70%,$37.68,$60.83,Lee Ainslie - Maverick Capital,1
≡,ROKU - Roku Inc.,0.06,Add 155.04%,44848,$87.90,"$3,942,000",,$88.80,1.02%,$52.43,$104.96,Lee Ainslie - Maverick Capital,1
≡,TDUP - ThredUp Inc.,0.06,Buy,525270,$7.49,"$3,934,000",,$10.59,41.39%,$0.50,$11.00,Lee Ainslie - Maverick Capital,1
≡,W - Wayfair Inc.,0.06,Add 10.26%,74110,$51.14,"$3,790,000",,$78.95,54.38%,$20.41,$81.94,Lee Ainslie - Maverick Capital,1
≡,WMK - Weis Markets Inc.,0.06,Buy,53049,$72.50,"$3,846,000",,$71.44,-1.46%,$61.42,$89.45,Lee Ainslie - Maverick Capital,1
≡,WRBY - Warby Parker Inc.,0.06,Reduce 34.98%,179628,$21.93,"$3,939,000",,$26.37,20.25%,$12.69,$29.73,Lee Ainslie - Maverick Capital,1
≡,YETI - YETI Holdings Inc.,0.06,Buy,121097,$31.52,"$3,817,000",,$34.55,9.61%,$26.61,$45.25,Lee Ainslie - Maverick Capital,1
≡,ABNB - Airbnb Inc.,0.05,Reduce 51.73%,26738,$132.36,"$3,539,000",,$126.00,-4.81%,$99.88,$163.93,Lee Ainslie - Maverick Capital,1
≡,BYRN - Byrna Technologies Inc,0.05,Buy,111794,$30.88,"$3,452,000",,$19.33,-37.40%,$10.26,$34.78,Lee Ainslie - Maverick Capital,1
≡,DASH - DoorDash Inc.,0.05,Reduce 96.41%,13288,$246.54,"$3,276,000",,$248.37,0.74%,$122.32,$278.15,Lee Ainslie - Maverick Capital,1
≡,DG - Dollar General,0.05,Buy,27936,$114.37,"$3,195,000",,$112.78,-1.39%,$65.67,$123.68,Lee Ainslie - Maverick Capital,1
≡,KTB - Kontoor Brands Inc.,0.05,Add 82.57%,52947,$65.97,"$3,493,000",,$72.87,10.46%,$49.62,$95.24,Lee Ainslie - Maverick Capital,1
≡,LIF - Life360 Inc,0.05,Buy,51468,$65.24,"$3,358,000",,$85.60,31.21%,$29.62,$89.80,Lee Ainslie - Maverick Capital,1
≡,PLAY - Dave & Buster's Ent. Inc.,0.05,Buy,117308,$30.08,"$3,529,000",,$24.83,-17.45%,$15.08,$43.73,Lee Ainslie - Maverick Capital,1
≡,PSA - Public Storage,0.05,Buy,10044,$293.41,"$2,947,000",,$287.35,-2.07%,$254.04,$359.28,Lee Ainslie - Maverick Capital,1
≡,TCOM - Trip.com Group Ltd,0.05,Buy,52569,$58.65,"$3,083,000",,$64.86,10.59%,$41.02,$76.81,Lee Ainslie - Maverick Capital,1
≡,WSM - Williams-Sonoma Inc.,0.05,Buy,19394,$163.35,"$3,168,000",,$202.69,24.08%,$123.89,$218.08,Lee Ainslie - Maverick Capital,1
≡,AAPL - Apple Inc.,0.04,Buy,11229,$205.18,"$2,304,000",,$230.56,12.37%,$168.80,$259.18,Lee Ainslie - Maverick Capital,1
≡,BBW - Build-A-Bear Workshop Inc.,0.04,Add 118.90%,53299,$51.56,"$2,748,000",,$53.93,4.60%,$26.85,$59.78,Lee Ainslie - Maverick Capital,1
≡,BKE - Buckle Inc.,0.04,Add 75.62%,59946,$45.36,"$2,719,000",,$55.20,21.69%,$32.55,$57.53,Lee Ainslie - Maverick Capital,1
≡,DLTR - Dollar Tree Inc.,0.04,Reduce 97.08%,27183,$99.03,"$2,692,000",,$112.48,13.58%,$60.49,$118.06,Lee Ainslie - Maverick Capital,1
≡,FIVE - Five Below Inc.,0.04,Reduce 78.38%,19460,$131.19,"$2,553,000",,$141.48,7.84%,$52.38,$143.88,Lee Ainslie - Maverick Capital,1
≡,GRPN - Groupon Inc.,0.04,Add 49.96%,70667,$33.45,"$2,364,000",,$27.78,-16.95%,$7.75,$43.08,Lee Ainslie - Maverick Capital,1
≡,KRUS - Kura Sushi USA Inc. CL A,0.04,Buy,27267,$86.07,"$2,347,000",,$79.11,-8.09%,$40.03,$110.66,Lee Ainslie - Maverick Capital,1
≡,LTH - Life Time Group Holdings Inc,0.04,Buy,83394,$30.33,"$2,529,000",,$28.45,-6.20%,$21.49,$34.99,Lee Ainslie - Maverick Capital,1
≡,PLNT - Planet Fitness Inc.,0.04,Buy,26366,$109.04,"$2,875,000",,$108.30,-0.68%,$77.77,$114.47,Lee Ainslie - Maverick Capital,1
≡,URBN - Urban Outfitters Inc.,0.04,Reduce 80.93%,32655,$72.55,"$2,369,000",,$75.34,3.85%,$33.86,$80.71,Lee Ainslie - Maverick Capital,1
≡,VVV - Valvoline Inc.,0.04,Reduce 33.57%,77371,$37.87,"$2,930,000",,$39.12,3.30%,$31.02,$43.74,Lee Ainslie - Maverick Capital,1
≡,AZO - AutoZone Inc.,0.03,Reduce 58.25%,473,$3712.47,"$1,756,000",,$4128.80,11.21%,$2898.57,$4138.36,Lee Ainslie - Maverick Capital,1
≡,DRI - Darden Restaurants,0.03,Reduce 82.49%,9152,$217.99,"$1,995,000",,$207.84,-4.66%,$146.44,$226.68,Lee Ainslie - Maverick Capital,1
≡,EXR - Extra Space Storage Inc.,0.03,Buy,13801,$147.45,"$2,035,000",,$139.46,-5.42%,$119.72,$178.97,Lee Ainslie - Maverick Capital,1
≡,FDX - FedEx Corp.,0.03,Buy,9328,$227.27,"$2,120,000",,$233.13,2.58%,$193.05,$303.39,Lee Ainslie - Maverick Capital,1
≡,INTU - Intuit Inc.,0.03,Buy,2358,$787.53,"$1,857,000",,$701.03,-10.98%,$531.00,$813.70,Lee Ainslie - Maverick Capital,1
≡,LYFT - Lyft Inc.,0.03,Buy,120484,$15.76,"$1,899,000",,$15.57,-1.21%,$9.66,$19.07,Lee Ainslie - Maverick Capital,1
≡,MTCH - Match Group Inc.,0.03,Buy,54628,$30.88,"$1,687,000",,$37.85,22.57%,$26.24,$39.20,Lee Ainslie - Maverick Capital,1
≡,NYT - New York Times CL A,0.03,Buy,30109,$56.00,"$1,686,000",,$59.69,6.59%,$44.69,$62.24,Lee Ainslie - Maverick Capital,1
≡,PGR - Progressive Corp.,0.03,Buy,6598,$266.90,"$1,761,000",,$250.64,-6.09%,$228.37,$292.77,Lee Ainslie - Maverick Capital,1
≡,REAL - RealReal Inc.,0.03,Buy,463493,$4.79,"$2,220,000",,$7.88,64.51%,$2.24,$11.38,Lee Ainslie - Maverick Capital,1
≡,ROST - Ross Stores Inc.,0.03,Add 98.12%,16014,$127.58,"$2,043,000",,$147.88,15.91%,$122.01,$161.83,Lee Ainslie - Maverick Capital,1
≡,SCVL - Shoe Carnival Inc.,0.03,Buy,101599,$18.71,"$1,901,000",,$21.08,12.67%,$16.03,$45.88,Lee Ainslie - Maverick Capital,1
≡,SEZL - Sezzle Inc,0.03,Buy,10399,$179.25,"$1,864,000",,$88.85,-50.43%,$19.89,$186.74,Lee Ainslie - Maverick Capital,1
≡,SFM - Sprouts Farmers Market Inc.,0.03,Reduce 80.93%,10419,$164.60,"$1,715,000",,$147.25,-10.54%,$95.25,$182.00,Lee Ainslie - Maverick Capital,1
≡,UAA - Under Armour Inc.,0.03,Reduce 60.75%,288398,$6.83,"$1,970,000",,$5.08,-25.62%,$4.78,$11.89,Lee Ainslie - Maverick Capital,1
≡,UBER - Uber Technologies Inc.,0.03,Add 140.07%,18058,$93.31,"$1,685,000",,$95.32,2.15%,$59.33,$97.72,Lee Ainslie - Maverick Capital,1
≡,UPS - United Parcel Service,0.03,Buy,21314,$100.92,"$2,151,000",,$87.80,-13.00%,$82.72,$136.36,Lee Ainslie - Maverick Capital,1
≡,AAMI - Acadian Asset Management Inc.,0.02,,32476,$35.23,"$1,144,000",,$47.17,33.89%,$22.59,$48.73,Lee Ainslie - Maverick Capital,1
≡,ACI - Albertsons Co Inc.,0.02,Buy,64941,$21.51,"$1,397,000",,$19.43,-9.67%,$16.64,$22.88,Lee Ainslie - Maverick Capital,1
≡,AD - Array Digital Infrastructure Inc.,0.02,Buy,24540,$63.98,"$1,570,000",,$76.00,18.79%,$51.78,$79.17,Lee Ainslie - Maverick Capital,1
≡,ALLY - Ally Financial Inc.,0.02,,25826,$38.95,"$1,006,000",,$38.27,-1.75%,$29.02,$42.42,Lee Ainslie - Maverick Capital,1
≡,ATKR - Atkore International Group Inc.,0.02,,14371,$70.56,"$1,014,000",,$57.79,-18.10%,$49.40,$103.35,Lee Ainslie - Maverick Capital,1
≡,BJ - BJ's Wholesale Club,0.02,Reduce 60.23%,11455,$107.81,"$1,235,000",,$104.54,-3.03%,$76.33,$121.10,Lee Ainslie - Maverick Capital,1
≡,CASY - Casey's Gen'l Stores,0.02,Buy,2897,$510.18,"$1,478,000",,$509.04,-0.22%,$348.89,$530.66,Lee Ainslie - Maverick Capital,1
≡,CHTR - Charter Communications,0.02,Buy,3040,$408.88,"$1,243,000",,$267.01,-34.70%,$254.67,$437.06,Lee Ainslie - Maverick Capital,1
≡,COOP - Mr. Cooper Group Inc.,0.02,,6629,$149.19,"$989,000",,$191.22,28.17%,$84.15,$203.42,Lee Ainslie - Maverick Capital,1
≡,CRIS - Curis Inc.,0.02,Add 7.84%,681381,$2.16,"$1,472,000",,$1.60,-25.93%,$1.02,$8.29,Lee Ainslie - Maverick Capital,1
≡,CXW - CoreCivic Inc.,0.02,,47299,$21.08,"$997,000",,$21.05,-0.14%,$12.13,$24.99,Lee Ainslie - Maverick Capital,1
≡,ERJ - Embraer SA,0.02,,20495,$56.89,"$1,166,000",,$56.03,-1.51%,$31.73,$61.65,Lee Ainslie - Maverick Capital,1
≡,ERO - Ero Copper Corp,0.02,,66510,$16.85,"$1,121,000",,$13.56,-19.53%,$9.30,$23.40,Lee Ainslie - Maverick Capital,1
≡,ETD - Ethan Allen Interiors,0.02,Buy,41633,$27.84,"$1,159,000",,$30.08,8.05%,$23.69,$31.73,Lee Ainslie - Maverick Capital,1
≡,FCX - Freeport-McMoran Inc.,0.02,,24374,$43.37,"$1,057,000",,$41.46,-4.40%,$27.45,$51.85,Lee Ainslie - Maverick Capital,1
≡,GXO - Gxo Logistics Inc.,0.02,,23351,$48.69,"$1,137,000",,$53.34,9.55%,$30.46,$63.33,Lee Ainslie - Maverick Capital,1
≡,KR - Kroger Co.,0.02,Buy,17214,$71.74,"$1,235,000",,$70.72,-1.42%,$49.68,$74.52,Lee Ainslie - Maverick Capital,1
≡,LEVI - Levi Strauss & Co.,0.02,Buy,80208,$18.49,"$1,483,000",,$20.88,12.93%,$11.99,$22.20,Lee Ainslie - Maverick Capital,1
≡,LMND - Lemonade Inc.,0.02,Buy,24594,$43.79,"$1,077,000",,$57.20,30.62%,$15.27,$60.41,Lee Ainslie - Maverick Capital,1
≡,LRCX - Lam Research,0.02,Reduce 97.64%,16438,$97.34,"$1,600,000",,$100.33,3.07%,$56.18,$108.02,Lee Ainslie - Maverick Capital,1
≡,MAR - Marriott Int'l.,0.02,Buy,4212,$273.27,"$1,151,000",,$266.78,-2.37%,$204.87,$306.04,Lee Ainslie - Maverick Capital,1
≡,NWG - NatWest Group Plc,0.02,,72055,$14.16,"$1,020,000",,$14.82,4.66%,$8.11,$15.17,Lee Ainslie - Maverick Capital,1
≡,OI - O-I Glass Inc.,0.02,,68741,$14.74,"$1,013,000",,$12.99,-11.87%,$9.23,$16.04,Lee Ainslie - Maverick Capital,1
≡,OXM - Oxford Industries Inc.,0.02,Buy,29117,$40.25,"$1,172,000",,$45.19,12.27%,$36.25,$86.35,Lee Ainslie - Maverick Capital,1
≡,PAGS - PagSeguro Digital Ltd.,0.02,,131416,$9.64,"$1,267,000",,$8.61,-10.68%,$5.93,$14.38,Lee Ainslie - Maverick Capital,1
≡,ROL - Rollins Inc.,0.02,Buy,17752,$56.44,"$1,002,000",,$57.94,2.66%,$44.94,$58.93,Lee Ainslie - Maverick Capital,1
≡,SFIX - Stitch Fix Inc.,0.02,Buy,395356,$3.70,"$1,463,000",,$5.21,40.81%,$2.21,$6.99,Lee Ainslie - Maverick Capital,1
≡,THC - Tenet Healthcare Corp.,0.02,,6729,$175.95,"$1,184,000",,$178.03,1.18%,$109.82,$185.25,Lee Ainslie - Maverick Capital,1
≡,WH - Wyndham Hotels & Resorts Inc.,0.02,Buy,15663,$81.21,"$1,272,000",,$87.95,8.30%,$73.73,$111.99,Lee Ainslie - Maverick Capital,1
≡,WINA - Winmark Corp.,0.02,Buy,3498,$377.64,"$1,321,000",,$433.23,14.72%,$294.40,$458.83,Lee Ainslie - Maverick Capital,1
≡,XYZ - Block Inc.,0.02,Buy,16185,$67.90,"$1,099,000",,$74.30,9.43%,$44.27,$99.26,Lee Ainslie - Maverick Capital,1
≡,ADSK - Autodesk Inc.,0.01,Buy,3146,$309.60,"$974,000",,$289.24,-6.58%,$232.67,$326.62,Lee Ainslie - Maverick Capital,1
≡,AGI - Alamos Gold Inc.,0.01,,27126,$26.54,"$720,000",,$25.76,-2.94%,$17.37,$30.97,Lee Ainslie - Maverick Capital,1
≡,AGRO - Adecoagro SA,0.01,,48291,$9.13,"$441,000",,$8.33,-8.76%,$8.15,$11.66,Lee Ainslie - Maverick Capital,1
≡,ALIT - Alight Inc.,0.01,,110164,$5.66,"$624,000",,$3.85,-31.98%,$3.62,$8.76,Lee Ainslie - Maverick Capital,1
≡,AN - AutoNation Inc.,0.01,Reduce 88.38%,4495,$198.67,"$893,000",,$210.99,6.20%,$148.33,$217.40,Lee Ainslie - Maverick Capital,1
≡,AR - Antero Resources,0.01,,18278,$40.27,"$736,000",,$29.87,-25.83%,$24.53,$44.02,Lee Ainslie - Maverick Capital,1
≡,AVDX - Avidxchange Holdings Inc,0.01,,98448,$9.79,"$964,000",,$9.91,1.23%,$6.61,$11.68,Lee Ainslie - Maverick Capital,1
≡,AXTA - Axalta Coating Systems Ltd.,0.01,,20434,$29.71,"$607,000",,$31.07,4.58%,$27.58,$41.66,Lee Ainslie - Maverick Capital,1
≡,BHF - Brighthouse Financial Inc.,0.01,,12634,$53.74,"$679,000",,$46.13,-14.16%,$40.00,$64.12,Lee Ainslie - Maverick Capital,1
≡,BJRI - BJ's Restaurants Inc.,0.01,Reduce 9.08%,20876,$44.60,"$931,000",,$35.40,-20.63%,$27.89,$47.02,Lee Ainslie - Maverick Capital,1
≡,BKD - Brookdale Senior Living Inc.,0.01,,108647,$6.96,"$756,000",,$7.19,3.30%,$4.45,$8.01,Lee Ainslie - Maverick Capital,1
≡,BOOT - Boot Barn Holdings,0.01,Reduce 90.49%,5251,$151.97,"$798,000",,$164.15,8.01%,$86.17,$183.60,Lee Ainslie - Maverick Capital,1
≡,BRSL - Brightstar Lottery,0.01,,43669,$15.80,"$690,000",,$15.63,-1.08%,$11.22,$17.91,Lee Ainslie - Maverick Capital,1
≡,BTU - Peabody Energy,0.01,,32435,$13.41,"$435,000",,$16.50,23.04%,$9.52,$29.44,Lee Ainslie - Maverick Capital,1
≡,CARG - CarGurus Inc.,0.01,,21920,$33.49,"$734,000",,$32.45,-3.11%,$24.65,$41.33,Lee Ainslie - Maverick Capital,1
≡,CAVA - Cava Group Inc,0.01,Reduce 87.16%,7954,$84.23,"$670,000",,$68.45,-18.73%,$65.70,$172.43,Lee Ainslie - Maverick Capital,1
≡,CCK - Crown Holdings,0.01,,5967,$102.90,"$614,000",,$100.19,-2.63%,$75.58,$109.19,Lee Ainslie - Maverick Capital,1
≡,CIEN - Ciena Corp.,0.01,,10546,$81.36,"$858,000",,$88.77,9.11%,$49.21,$101.44,Lee Ainslie - Maverick Capital,1
≡,CIVI - Civitas Resources Inc.,0.01,,11979,$27.55,"$330,000",,$33.67,22.21%,$22.43,$59.27,Lee Ainslie - Maverick Capital,1
≡,CLVT - Clarivate Plc,0.01,,140095,$4.30,"$602,000",,$4.42,2.79%,$3.04,$7.15,Lee Ainslie - Maverick Capital,1
≡,CNR - Core Natural Resources Inc.,0.01,,6952,$69.76,"$485,000",,$69.84,0.11%,$58.11,$134.22,Lee Ainslie - Maverick Capital,1
≡,CP - Canadian Pacific Kansas City,0.01,,7331,$79.25,"$581,000",,$74.84,-5.56%,$66.35,$87.07,Lee Ainslie - Maverick Capital,1
≡,CRBU - Caribou Biosciences Inc.,0.01,,652542,$1.26,"$822,000",,$1.77,40.48%,$0.66,$3.00,Lee Ainslie - Maverick Capital,1
≡,CRH - CRH plc,0.01,,5729,$91.81,"$526,000",,$112.44,22.47%,$76.45,$113.95,Lee Ainslie - Maverick Capital,1
≡,CVE - Cenovus Energy Inc.,0.01,,33869,$13.61,"$461,000",,$14.86,9.18%,$10.13,$18.93,Lee Ainslie - Maverick Capital,1
≡,CVLT - CommVault Systems Inc.,0.01,Buy,3638,$174.27,"$634,000",,$176.10,1.05%,$128.07,$200.68,Lee Ainslie - Maverick Capital,1
≡,CZR - Caesars Entertainment,0.01,,26975,$28.40,"$766,000",,$25.28,-10.99%,$21.40,$45.93,Lee Ainslie - Maverick Capital,1
≡,DVA - DaVita HealthCare Partners,0.01,,3273,$142.38,"$466,000",,$136.68,-4.00%,$126.07,$179.60,Lee Ainslie - Maverick Capital,1
≡,DXC - DXC Technology Co.,0.01,,42512,$15.29,"$650,000",,$13.97,-8.63%,$12.24,$24.83,Lee Ainslie - Maverick Capital,1
≡,EGO - Eldorado Gold Corp.,0.01,,47294,$20.34,"$962,000",,$22.04,8.36%,$13.29,$23.58,Lee Ainslie - Maverick Capital,1
≡,EQH - Equitable Holdings Inc.,0.01,,14185,$56.12,"$796,000",,$52.46,-6.52%,$37.24,$56.31,Lee Ainslie - Maverick Capital,1
≡,ESTC - Elastic NV,0.01,,8249,$84.37,"$696,000",,$77.63,-7.99%,$69.00,$118.84,Lee Ainslie - Maverick Capital,1
≡,EXPE - Expedia Group Inc.,0.01,Reduce 83.37%,3041,$168.69,"$513,000",,$208.04,23.33%,$125.89,$213.00,Lee Ainslie - Maverick Capital,1
≡,FHN - First Horizon Corp.,0.01,,35493,$21.19,"$752,000",,$21.72,2.50%,$14.41,$23.00,Lee Ainslie - Maverick Capital,1
≡,FLEX - Flex Ltd.,0.01,,18683,$49.94,"$933,000",,$49.77,-0.34%,$25.11,$53.97,Lee Ainslie - Maverick Capital,1
≡,FLYW - Flywire Corp Voting,0.01,,38574,$11.69,"$451,000",,$12.35,5.65%,$8.20,$23.40,Lee Ainslie - Maverick Capital,1
≡,FTI - TechnipFMC plc,0.01,,17746,$34.43,"$611,000",,$34.83,1.16%,$22.05,$38.00,Lee Ainslie - Maverick Capital,1
≡,GEO - GEO Group Inc.,0.01,,35528,$23.95,"$851,000",,$21.72,-9.31%,$11.75,$36.46,Lee Ainslie - Maverick Capital,1
≡,GLNG - Golar LNG Ltd.,0.01,,13339,$41.16,"$549,000",,$41.24,0.19%,$29.38,$44.03,Lee Ainslie - Maverick Capital,1
≡,GPRE - Green Plains Inc.,0.01,,73526,$6.03,"$443,000",,$8.34,38.31%,$3.14,$14.67,Lee Ainslie - Maverick Capital,1
≡,GRND - Grindr Inc,0.01,Buy,19365,$22.72,"$440,000",,$15.97,-29.71%,$11.39,$25.13,Lee Ainslie - Maverick Capital,1
≡,GTX - Garrett Motion Inc.,0.01,,65716,$10.51,"$691,000",,$13.04,24.07%,$6.98,$13.32,Lee Ainslie - Maverick Capital,1
≡,HAS - Hasbro Inc.,0.01,,11543,$73.81,"$852,000",,$80.05,8.45%,$48.50,$81.97,Lee Ainslie - Maverick Capital,1
≡,HPE - Hewlett Packard Enterprise,0.01,Buy,42113,$20.44,"$861,000",,$21.34,4.40%,$11.88,$24.28,Lee Ainslie - Maverick Capital,2
≡,HUBS - HubSpot Inc.,0.01,,975,$556.92,"$543,000",,$443.14,-20.43%,$418.34,$881.13,Lee Ainslie - Maverick Capital,2
≡,ICLR - ICON plc,0.01,,4301,$145.55,"$626,000",,$179.64,23.42%,$125.10,$328.35,Lee Ainslie - Maverick Capital,2
≡,IFS - Intercorp Financial Services,0.01,,15402,$38.11,"$587,000",,$38.39,0.73%,$22.80,$40.25,Lee Ainslie - Maverick Capital,2
≡,ILMN - Illumina Inc.,0.01,,9351,$95.39,"$892,000",,$101.60,6.51%,$68.70,$156.66,Lee Ainslie - Maverick Capital,2
≡,LBRDK - Liberty Broadband Corp. CL C,0.01,,7886,$98.40,"$776,000",,$61.40,-37.60%,$54.51,$97.16,Lee Ainslie - Maverick Capital,2
≡,LBTYK - Liberty Global Ltd CL C,0.01,,45192,$10.31,"$466,000",,$11.38,10.38%,$9.21,$14.83,Lee Ainslie - Maverick Capital,2
≡,LIVN - LivaNova PLC,0.01,,15813,$45.03,"$712,000",,$53.48,18.77%,$32.48,$57.35,Lee Ainslie - Maverick Capital,2
≡,LLYVK - Liberty Media Corp. Series C Live,0.01,,10586,$81.14,"$859,000",,$93.57,15.32%,$37.76,$94.01,Lee Ainslie - Maverick Capital,2
≡,LYG - Lloyds TSB Grp Plc ADR,0.01,,198538,$4.25,"$844,000",,$4.50,5.88%,$2.44,$4.59,Lee Ainslie - Maverick Capital,2
≡,MBC - Masterbrand Inc,0.01,,40293,$10.92,"$440,000",,$12.73,16.58%,$9.63,$20.67,Lee Ainslie - Maverick Capital,2
≡,MCO - Moody's Corp.,0.01,,1366,$501.46,"$685,000",,$512.00,2.10%,$377.30,$528.95,Lee Ainslie - Maverick Capital,2
≡,MHK - Mohawk Industries,0.01,,8308,$104.84,"$871,000",,$127.79,21.89%,$96.24,$164.29,Lee Ainslie - Maverick Capital,2
≡,MTD - Mettler-Toledo International Inc.,0.01,,589,$1174.87,"$692,000",,$1322.57,12.57%,$946.69,$1521.01,Lee Ainslie - Maverick Capital,2
≡,NWSA - News Corp.,0.01,,21415,$29.70,"$636,000",,$29.85,0.51%,$23.38,$30.75,Lee Ainslie - Maverick Capital,2
≡,OVV - Ovintiv Inc.,0.01,,13492,$38.02,"$513,000",,$38.53,1.34%,$29.58,$46.13,Lee Ainslie - Maverick Capital,2
≡,PAAS - Pan American Silver Corp.,0.01,,27084,$28.39,"$769,000",,$30.64,7.93%,$18.19,$32.38,Lee Ainslie - Maverick Capital,2
≡,PEGA - Pegasystems Inc.,0.01,,15298,$54.12,"$828,000",,$52.30,-3.36%,$29.82,$60.96,Lee Ainslie - Maverick Capital,2
≡,PFSI - PennyMac Financial Services,0.01,,8073,$99.59,"$804,000",,$106.97,7.41%,$85.23,$117.72,Lee Ainslie - Maverick Capital,2
≡,PINS - Pinterest Inc.,0.01,,23081,$35.87,"$828,000",,$35.22,-1.81%,$23.68,$40.90,Lee Ainslie - Maverick Capital,2
≡,PRM - Perimeter Solutions SA,0.01,,68499,$13.93,"$954,000",,$18.53,33.02%,$8.76,$18.77,Lee Ainslie - Maverick Capital,2
≡,PVH - PVH Corp.,0.01,Buy,11721,$68.59,"$804,000",,$76.17,11.05%,$59.25,$113.36,Lee Ainslie - Maverick Capital,2
≡,QSR - Restaurant Brands International,0.01,Buy,12636,$66.32,"$838,000",,$66.56,0.36%,$58.16,$72.08,Lee Ainslie - Maverick Capital,2
≡,RH - RH,0.01,Buy,3492,$189.00,"$660,000",,$231.53,22.50%,$123.03,$457.26,Lee Ainslie - Maverick Capital,2
≡,RPD - Rapid7 Inc.,0.01,,26064,$23.14,"$603,000",,$21.14,-8.64%,$17.83,$44.48,Lee Ainslie - Maverick Capital,2
≡,RTO - Rentokil Initial plc,0.01,Reduce 97.34%,23112,$24.01,"$555,000",,$24.31,1.25%,$19.39,$33.12,Lee Ainslie - Maverick Capital,2
≡,SDRL - Seadrill Ltd,0.01,,22572,$26.27,"$593,000",,$28.60,8.87%,$17.74,$44.74,Lee Ainslie - Maverick Capital,2
≡,SHW - Sherwin-Williams,0.01,Buy,1706,$343.49,"$586,000",,$367.93,7.12%,$307.50,$397.81,Lee Ainslie - Maverick Capital,2
≡,SN - Sharkninja Inc,0.01,,5947,$99.04,"$589,000",,$119.34,20.50%,$60.50,$128.51,Lee Ainslie - Maverick Capital,2
≡,SPGI - S&P Global Inc.,0.01,,1198,$527.55,"$632,000",,$554.43,5.10%,$426.35,$579.05,Lee Ainslie - Maverick Capital,2
≡,SPOT - Spotify Technology S.A.,0.01,Buy,1067,$767.57,"$819,000",,$719.35,-6.28%,$319.07,$785.00,Lee Ainslie - Maverick Capital,2
≡,ST - Sensata Technologies Holding,0.01,,21258,$30.11,"$640,000",,$32.17,6.84%,$17.18,$38.40,Lee Ainslie - Maverick Capital,2
≡,SU - Suncor Energy Inc.,0.01,,12068,$37.45,"$452,000",,$38.36,2.43%,$30.44,$41.48,Lee Ainslie - Maverick Capital,2
≡,SVV - Savers Value Village Inc,0.01,,49092,$10.21,"$501,000",,$11.66,14.20%,$6.48,$11.97,Lee Ainslie - Maverick Capital,2
≡,SYF - Synchrony Financial,0.01,,11309,$66.76,"$755,000",,$71.59,7.23%,$40.15,$73.44,Lee Ainslie - Maverick Capital,2
≡,TECK - Teck Resources,0.01,,21105,$40.37,"$852,000",,$31.40,-22.22%,$28.25,$53.78,Lee Ainslie - Maverick Capital,2
≡,TRIP - TripAdvisor Inc.,0.01,Buy,54181,$13.05,"$707,000",,$16.96,29.96%,$10.43,$19.26,Lee Ainslie - Maverick Capital,2
≡,TRMB - Trimble Inc.,0.01,,11624,$75.96,"$883,000",,$81.12,6.79%,$52.91,$87.50,Lee Ainslie - Maverick Capital,2
≡,TRUP - Trupanion Inc.,0.01,Buy,9375,$55.36,"$519,000",,$47.98,-13.33%,$31.00,$57.90,Lee Ainslie - Maverick Capital,2
≡,TSEM - Tower Semiconductor Ltd.,0.01,,17299,$43.36,"$750,000",,$50.32,16.05%,$28.64,$55.31,Lee Ainslie - Maverick Capital,2
≡,VYX - NCR Voyix Corp.,0.01,,71414,$11.73,"$838,000",,$12.45,6.14%,$7.55,$15.34,Lee Ainslie - Maverick Capital,2
≡,WBS - Webster Financial Corp.,0.01,,15889,$54.63,"$868,000",,$57.93,6.04%,$38.83,$62.61,Lee Ainslie - Maverick Capital,2
≡,WCC - WESCO International Inc.,0.01,,5263,$185.26,"$975,000",,$211.93,14.40%,$124.88,$219.07,Lee Ainslie - Maverick Capital,2
≡,WFRD - Weatherford International plc,0.01,,12334,$50.35,"$621,000",,$56.32,11.86%,$36.37,$109.38,Lee Ainslie - Maverick Capital,2
